polymer_id,hydrophobicity,surface_charge,surface_roughness,hbd,hba,elastic_modulus,antibiofilm
Poly_0161,1.5435017008382252,0.0,50.89476195180932,1.961934776481242,2.0151110614732968,1633.1111574822862,0.03841014774051036
Poly_0460,1.2297563758168222,0.0,71.5926894838389,0.13203953525011705,5.9374831417745435,1462.8022012972422,0.0
Poly_0314,3.3415269668083902,23.758684594134362,13.236820289848147,5.170269115881824,1.9381311398648742,1618.4357121837852,0.9831923950720962
Poly_0022,2.237819453478407,7.489167260804975,56.77949218477362,1.057898991934378,8.90921770193246,1539.6178622505486,0.0
Poly_0253,4.527246843523898,0.0,54.908551571639286,0.7117889342162351,7.918563330198088,1350.3312957295107,0.008133214909687289
Poly_0561,2.712337056269133,0.0,82.34134888674936,3.9887681258944996,9.12082445207635,1200.9328929643907,1.0343853134851866
Poly_0475,4.114223937830121,17.369689716622535,82.63649264941122,0.0,7.936554841568487,1281.0858651250799,0.047271269705694396
Poly_0059,2.8393940655651333,3.7165026655998874,34.52563901607233,1.032653615098546,8.841914560642886,1973.0266530251547,0.03916522000060728
Poly_0511,2.781238584347308,0.0,71.72850309763314,5.082411145886753,5.140423031238834,963.005462359928,0.0
Poly_0476,2.283548089987032,0.0,42.60444627111917,0.9788438832599087,7.066639063292907,1927.2901137358028,0.006977665945150201
Poly_0190,0.9885333806609532,0.0,37.398895478086175,3.998128229396574,7.214620853992204,1283.047116509825,1.036244293694235
Poly_0563,3.4689067682246666,0.0,51.66628456947811,5.046051177443789,7.070825312989672,2143.484790079262,0.9587621772286088
Poly_0567,0.47651250501640396,20.159219392369724,92.89256503510272,0.9533249503765648,7.117991314467659,951.5146848597974,0.05435776071817969
Poly_0244,3.313791751238027,5.48458599377972,22.516940416660407,3.0487651015008947,7.210338088536101,1051.7148125718295,0.01664877390920372
Poly_0505,1.9035199753059244,16.020291808953765,58.65338063220277,3.95092139533178,6.149645565420699,1782.1561829638765,0.95493560602505
Poly_0131,0.9260623768353724,3.2453206131680847,81.13288137142898,1.0370048284467823,5.2108550425185705,1207.106948204136,0.0
Poly_0485,1.610041635747093,5.294688199426858,26.494801104246864,4.027019713114051,8.090865068330189,787.0770877939318,0.9854632693959406
Poly_0021,4.009991484995012,0.0,25.77568080048508,3.080584044337631,6.945499559384919,1073.987342781008,0.017260465931785148
Poly_0167,3.2954553900939167,0.0,49.38130996401135,2.04796200184636,8.81246740813982,1596.5997916662081,0.0
Poly_0274,2.4999042395182283,0.0,49.72219536051884,0.9616977933732194,1.1153492063115225,1365.437035503753,0.03651611315005048
Poly_0388,4.530794569842114,12.999161756339461,42.680757644859106,1.9743119519342152,8.897679678408448,1615.4343508852985,0.0
Poly_0316,2.5119504945939384,4.452972152833274,47.74389507538856,0.8777896286921085,3.818915207693594,1320.1221371460927,0.0
Poly_0014,0.5250441018132214,0.0,67.8941352573469,4.010186963104532,3.9450720411592872,1634.4704046011645,1.0081506770060005
Poly_0242,2.3881199621358316,10.25321948668572,73.31610868769435,3.9172440239572834,9.005130346186439,1237.757997517402,0.9784428297579856
Poly_0346,2.756489892443719,0.0,59.384339687786735,4.141885865893173,2.898562381507058,1290.9678355068188,0.0239562173654358
Poly_0565,3.7142231187312174,14.98048708185031,43.72547208866629,4.174718721834348,3.649897662289551,1177.0463295744162,0.0
Poly_0340,1.9258580007816974,0.0,0.0,2.067089235995492,9.242035394955407,1431.899363352747,1.0427588490928112
Poly_0092,3.5157663900789435,16.566381565492996,100.334102115174,2.993190079212211,9.128261703487834,1690.8336464792417,0.0
Poly_0367,2.6745642059055146,0.0,50.839752733873475,4.051263406403208,1.8791434361932393,1358.549734895266,0.0
Poly_0455,1.9643800562911042,0.0,55.33510197141815,2.131262433020479,8.90526059490489,1154.1634353466663,0.9520422365719489
Poly_0428,3.1939323564085886,3.2942020392598654,76.6364939313653,1.1293998760517576,5.980559325856926,1279.3652479902555,0.0
Poly_0509,2.546731826136179,0.0,47.987773762999964,2.028473022517316,0.8431966884924059,1653.5092685820186,0.0
Poly_0035,3.283443540617473,0.0,33.12177537732026,5.091783966944308,9.153208278182808,2553.6768607658278,0.9703984088700695
Poly_0206,1.5674445747744803,0.0,34.01617072075728,3.8981141560336665,4.279226006004423,1367.2744829911633,0.9812853158019771
Poly_0081,2.24635605510618,10.335450631720542,52.87465972900558,2.0247746697935756,8.063589748054532,1785.0571350557534,0.9939948206737769
Poly_0562,4.600425890590728,35.00619970292409,63.84587025698506,1.0679094180515785,6.833255896014883,1849.459552913133,0.02475784947466302
Poly_0388,4.3798562013528,13.868356527639117,42.0602767895394,2.0439191937499865,9.201207838776043,1551.5422666168797,0.007371403702778354
Poly_0002,2.4598326707171707,0.0,40.64025697867881,1.966020435514794,1.9006331450347445,1011.133353700254,0.0
Poly_0390,1.8564096216352923,0.43466327767877927,52.67967769479878,4.895937515364051,1.0498662294061052,1891.789168671376,0.9931724560954069
Poly_0566,2.131457699204238,36.8846274040373,29.691951147056233,4.726476602465684,0.9234531191045999,1612.4969285635718,0.9627069200112053
Poly_0106,2.8374689608979593,8.752851430813715,32.24030446115905,2.897488607978336,2.0119539565109577,1219.273916909744,0.03402277932701933
Poly_0477,3.1577129160401034,0.0,74.33644641671486,0.9701351060012436,0.9212298401385604,915.4413676317532,0.0
Poly_0402,1.9763761400690443,13.62501874012101,77.89136123470304,1.910213740479456,3.0552619945920005,1314.1891761016707,0.0
Poly_0556,2.043803339858639,16.6480066849557,76.28044722755172,5.1186316594439845,6.803755642807487,2009.3965937386713,1.0136732954143883
Poly_0162,3.301391369054261,0.6278583304162737,61.09803250626726,4.984519743851186,1.0353243935844423,1928.213940555942,0.025881550302556563
Poly_0202,3.092101001389861,0.0,60.20638216665873,4.058088667238758,1.21947965581322,1695.6435701990722,0.015196222040632841
Poly_0270,2.598521167918944,30.64590186387689,58.98158686123955,5.014593833064933,5.150062352614355,1275.7418263195643,1.0228418195313913
Poly_0271,3.987839232127043,0.0,74.11495826219995,0.1815530870581087,4.913183144391317,1491.4264414732834,0.0
Poly_0456,1.714953093493132,0.0,45.87547234213798,0.0,6.026629733107914,1511.1712667224197,0.007630502725117867
Poly_0462,2.5245237436398793,0.0,47.704052981600775,1.1200968717358215,2.8763150369376946,1134.2972229080142,0.0
Poly_0252,3.4494197527107624,0.0,83.08417394358477,3.9797588539965227,7.0699731568518995,1308.2515006004385,0.004764469597602402
Poly_0296,1.7798785528844112,9.098779701804283,88.77043933095896,3.0324143745411063,3.7983301404370486,1379.5696358235848,0.034539775649298415
Poly_0338,2.189579048770734,10.513520200760103,40.38108237652188,0.1662553862792425,6.177200798790813,1214.6951342203636,0.0
Poly_0053,1.7731018435825936,0.0,9.370760919317318,1.0244809028250759,1.0557063857418687,1484.889644852905,0.0038246876921581964
Poly_0217,1.7173550973640324,2.972324216514181,51.73777508420472,5.064979267684353,7.931026128172347,1568.0584269673718,0.9955449077275542
Poly_0188,2.496892988741249,6.510339616808227,80.77363931931923,0.11071243753860531,4.955725416229327,2014.385825788541,0.0
Poly_0380,1.7793375473957493,11.130660274234437,33.201819606293924,4.919633691050106,7.084824035850125,2024.378017372527,1.0343708309218436
Poly_0493,2.5952573501006198,11.061371534967236,69.46062041405276,2.968038321964241,3.030823497624259,1661.199809983717,0.036551279454449824
Poly_0041,3.275722266285838,0.0,42.8840876614467,3.0485529413079067,5.89242790559414,1664.4647960526606,0.0
Poly_0157,4.400382670595955,5.96021208215718,37.1735310163014,1.9860258418381027,4.884925259278675,1925.03363307902,0.014893123440363592
Poly_0015,0.7178738890985026,35.67501543150101,45.77954221474271,4.029201285325932,6.8631926241069605,1131.8785973954405,1.0193077630156266
Poly_0065,3.3053674395826658,0.0,53.485993990162044,2.113322578682456,4.128129419120157,1235.2049935132386,0.014036955876781956
Poly_0521,0.8838050292022183,15.935782149476653,61.1287618922235,2.977271059745803,4.947450356848818,1618.2892295616625,0.9589719235260338
Poly_0344,2.027679857139858,0.0,40.588681343299534,4.0655574744818495,7.893476313678009,1658.3928088041448,0.9607431092646729
Poly_0129,2.5867830153254183,0.0,24.600561958327994,2.0977588885246967,8.055540441358252,1731.1091158101235,1.0022490809232651
Poly_0472,0.2354679445350924,6.940796022991539,44.164071825342226,3.0095441043199953,9.228184559116896,2065.2395939026787,1.017074730824159
Poly_0063,1.4092607635366072,0.0,61.28032089320459,0.0,4.831147040633583,1237.4960062715895,0.006755587339402733
Poly_0139,3.3726132788232746,24.569730781449742,41.87066707210031,1.8903645804535443,2.1435759783830823,1528.9712453948443,0.041125675608381186
Poly_0499,1.6750358208864207,13.125801732962007,61.46339559438938,2.0488901097196672,6.8781668467690835,1087.5315858756387,0.9963427984904709
Poly_0593,3.0808816859560384,0.0,47.73900382706097,3.1150077672336303,8.041948959628707,809.123477532403,0.0
Poly_0392,3.0393309272219047,0.0,0.0,4.942532002792581,5.986822545709837,1330.7512841250282,1.013406960281992
Poly_0419,3.617674576998852,0.0,42.88015758292957,3.044225442697322,2.981998367751644,1962.5833449457728,0.033153412840143406
Poly_0289,2.7829349163887485,10.13083272595476,19.26098303381505,0.8709252400662042,0.9976379055574557,1891.3017368134183,0.0
Poly_0379,4.724154267599615,0.0,34.64125916554656,3.0738926605995074,7.166919172479341,1555.343202954961,0.013745752636320871
Poly_0490,3.4197211298703794,0.0,46.111426380449515,3.1936603080748576,7.112888749084381,1518.8318971128438,0.0027962044898884983
Poly_0231,1.7231739542731972,0.0,57.09292508535126,2.976117923014764,7.019063399053232,1405.5371950750016,0.971986855000129
Poly_0041,3.207001042252538,0.0,42.82942348581916,3.027838441855857,5.984594488928478,1662.3404018553392,0.0
Poly_0028,2.8757657543395725,0.0,47.63481873773467,3.9976587558959373,2.982281110387632,1751.6666102767074,0.0
Poly_0135,1.6347100286232485,14.880530440100408,53.57051097202786,1.9969751230944912,9.235258318623934,1075.927399930758,1.011523796379592
Poly_0201,2.9151668587474955,12.466768732907092,29.675484823735392,0.01031228503314473,4.89070931916955,1662.4258281457448,0.019899948279277567
Poly_0033,2.460919105851858,0.0,47.917252749175105,0.9499030175107301,3.706481735406631,1377.7353085335758,0.0
Poly_0048,3.5047786585522287,0.0,35.32286152594521,0.0,5.089422046908855,1385.1893249188945,0.0033656291865551084
Poly_0503,1.0854328679303686,30.289109256994657,60.80997657742664,1.0256198304638782,0.75391642816419,1278.4888876974778,0.0
Poly_0407,1.408689855718371,14.329700510391941,54.28237879691477,5.049254246244914,7.978062047942438,1555.7426930690835,0.9958101911266832
Poly_0574,2.258479219280471,0.0,52.45897812481301,0.0,3.0123226387034254,1012.4194557821669,0.0
Poly_0099,2.5313754506901254,15.501382171830299,53.361948773179115,3.9636388431624874,1.9931470748308417,1071.376619966428,0.007906478917100092
Poly_0547,3.0329037607302474,0.0,68.83844556216614,0.0,3.1511534107578885,1467.8582989028034,0.0
Poly_0462,2.642842306205982,0.0,48.44461118724428,0.9992176879934437,3.0698427634345107,1149.2716615389918,0.0
Poly_0005,2.2529185497787045,5.640292056045746,50.926783504849006,1.919927694214059,6.783610794389058,2464.0756551830773,1.0324717566418224
Poly_0218,2.2279209403535507,13.813112854493621,54.55187534323208,2.8785063096588206,4.018437018232646,1186.1166465554113,0.0
Poly_0503,1.070258377728842,31.304231254571793,63.8594491263654,1.0272220938055727,0.9919305416976257,1279.9166012898418,0.044684266248631116
Poly_0398,3.8252049563345376,9.17133473254469,91.16273172422605,5.113623525902677,9.00893717606805,1420.290689207453,0.0
Poly_0393,1.143502571256563,0.0,59.395096538395116,4.173197099821223,5.12222033781742,1108.8689049276757,0.9983909751528302
Poly_0207,3.0165585682640548,2.4571101465438616,20.925588755498318,2.017693636122026,2.1114188183039233,1618.9311463007125,0.04683645806108542
Poly_0015,0.7817424569031373,36.456868293029295,44.160240234606796,3.9560274734801992,6.937757130469919,1141.0615315748116,0.9965521233482323
Poly_0554,2.7600241431225903,0.0,11.936344300268937,0.02806667943932094,4.011974036309319,1677.8426179797925,0.00810812859540641
Poly_0461,4.397091478186212,11.160226559779014,77.47793110681494,2.049897068857968,2.122439208586338,741.8063037506129,0.0
Poly_0575,3.319217664013401,0.0,32.566896860704205,2.005889993876466,7.171826044273692,1674.3994474891376,0.0033484883945754293
Poly_0241,1.729113046498504,0.0,62.62259516399303,2.067360729165849,3.786111616220669,1840.5536413162013,0.0
Poly_0564,2.2472407926582316,0.0,17.831593875701586,3.9953695522548425,5.003974005921444,1913.771390557773,0.9936815467274847
Poly_0096,1.0617846236890087,0.0,48.232702909265534,0.9496191195061345,7.0413788927075736,1899.6043016821761,0.9964954912387228
Poly_0485,1.6662737529316125,6.629291537277747,25.093625200592665,4.027943454156135,8.001696730010263,735.6445639789872,1.0144142163361138
Poly_0407,1.449596513724589,12.57116952044942,51.02824267088286,5.046189343400639,7.89127265962364,1553.295014138701,1.0229251005230457
Poly_0231,1.6996508458961632,0.0,56.83138570485746,2.907800702849412,6.907700512485843,1408.790366074943,1.0168627102902132
Poly_0171,1.586709798794622,10.888795075955114,46.85460265936148,4.052625925346198,5.890375515962944,1172.7867021080888,0.9954638027793985
Poly_0541,3.2523208743498753,0.0,47.30885250710269,3.172764216234867,4.823645887811435,1976.5038061184293,0.011356306448978688
Poly_0036,1.3721562010294912,0.0,83.97273578318492,0.03579785138958488,7.224968174180855,1024.35142129716,0.01943975197369252
Poly_0525,1.7747025247819694,24.460388603437025,32.1175805974147,5.037633318234144,9.0140628195415,900.6499897832308,0.9657096767710169
Poly_0160,3.1407511181862464,11.763210724350918,54.11511376423943,0.9202331454052546,1.143992129613224,2063.4591965066547,0.0
Poly_0243,2.976164008796858,0.0,55.09906717309537,4.038467078699686,5.009338015373625,1015.332770445953,0.0
Poly_0086,1.9469884772333905,11.223518938714545,22.168338778602614,4.039384894367671,9.26559705327884,1164.4646587926816,1.0344096892927703
Poly_0578,3.2785178758258695,0.0,50.04302842473039,3.0455496876892294,6.006134801421123,1196.19494705854,0.03091065986757223
Poly_0557,1.9531283308451304,0.0,44.74478705450513,5.179584640305364,8.927392917329003,1900.1284254045001,1.0200837317750955
Poly_0574,2.205509052741944,0.0,52.7683302355911,0.0,2.942564514738336,1032.192163976297,0.01678737037158459
Poly_0028,2.8966208460310083,0.0,47.79117756803302,4.118795793124624,2.9871604836365333,1729.7738387966285,0.0
Poly_0556,2.0305899669532184,15.758082717563198,75.73068263261729,4.970853941660013,6.966821151087102,2005.183035950646,0.9983219626117972
Poly_0340,1.8662656101079818,0.0,0.0,1.9893912210203812,8.95924451763589,1424.2711251359128,1.0014313995265036
Poly_0331,2.5005509301049424,0.0,53.34740721352459,4.876925108586396,2.8177876994284894,1257.689898114861,0.030642737612314692
Poly_0506,2.006362443446038,0.0,45.55604278703537,5.080289556658862,8.82862017806824,698.701023872594,1.0031402447652584
Poly_0348,1.1047245513100954,0.0,56.366240290768346,4.076969753818705,7.096093405881924,2044.4985418671504,1.044996143104397
Poly_0473,1.0429699985737007,0.47337817862977394,40.509458752275336,1.948375720023793,1.9386832942552257,965.9578965766709,0.0
Poly_0231,1.8464705864618138,0.0,54.80358413725,2.754621602932184,7.041810244264463,1404.609574184885,1.0225327043409704
Poly_0190,1.0467424429680259,0.0,33.27693569788558,4.098157995446113,6.929263099257109,1299.3455438681026,0.9524977898553099
Poly_0225,2.008721728153015,0.0,29.49358603866019,2.991880346478557,6.12287593897257,1631.1446382707181,1.0409748008884063
Poly_0385,1.7481836780821873,0.27957803421621996,59.56172891139128,3.8752256402557506,7.920658648274383,1527.1833895490863,1.023907834985755
Poly_0377,3.4024712167086415,0.0,15.845585906515185,0.846552524933906,5.815037629693924,1437.2096056058872,0.02670553224726721
Poly_0283,4.075224831528721,0.0,85.80220286215474,0.041516651412989845,7.099959318881964,1494.1549181671178,0.0
Poly_0259,2.9524191694138193,0.0,77.23826170600563,3.9725806728447597,0.9909933256074008,1360.8897117402921,0.0
Poly_0359,2.8104978730723085,8.837894678300389,79.29731000117543,3.1369051656474425,5.765210499950514,1388.2809427925113,0.002660623221273761
Poly_0456,1.7086807091596619,0.0,43.32798736322197,0.0,5.888110494976492,1532.5214290334484,0.03540498692852179
Poly_0411,3.310639601054872,19.895820940013923,44.586005604802324,0.9263393981046701,6.941936923227881,1976.166554684338,0.004400865165270765
Poly_0318,2.1723643019951253,3.969004302931248,61.07482077719049,3.9460419004184235,3.1769901572051555,1390.5342434351373,0.007446956828691643
Poly_0225,2.028965277260183,0.0,28.02976676814655,2.8553240080623725,5.876874390682869,1549.2405424687024,1.0248154123134363
Poly_0234,1.999686609165766,0.0,37.09292985098991,0.0,3.83287151533133,848.7622086180166,0.0026986811641478274
Poly_0374,3.4445540088437894,0.0,23.480470163110997,4.983578847499516,4.0578424354304525,1792.6283895430886,0.9857187576653992
Poly_0472,0.2455305604275442,6.712574760019468,43.99801605896679,3.0947685905021327,8.92074137388786,2024.6281529478697,1.0000757047525088
Poly_0233,2.4670796979563727,0.0,65.27931910557969,3.9828647704955253,4.9431941491132685,1433.658616792872,0.006068050252364703
Poly_0113,2.527449245645256,0.0,77.15042582413788,2.0929958060768676,7.028535236394599,1717.9090346156293,0.005942987447609608
Poly_0497,1.4657699619915523,0.724217623822418,29.712500359243712,4.08518129525387,5.906197455793638,1349.254964954329,1.008429108730194
Poly_0442,2.4675345123682786,0.0,77.66496656663742,0.9477026576947247,3.7994530275265026,1995.2188905875007,0.025792807200352184
Poly_0564,2.2011609536690067,0.0,17.715407738523226,3.9506680329693498,4.858715323318143,1933.3226229646427,1.0181171486488203
Poly_0268,1.0999717103611615,5.395843563077086,57.42497612787176,0.9898188637192649,4.087471091213908,1137.0363937834286,0.0
Poly_0510,1.6311111521949402,28.86415112979761,29.580225966700006,0.9907884380109664,5.857870868776311,1987.6036520906023,0.9686175817502792
Poly_0386,2.6725430700843464,0.0,63.74377298029275,2.9917131555713103,2.0623819807683583,1626.592800336565,0.0
Poly_0387,2.8445838006611126,22.679025537557813,54.89995690739736,1.0246539870305538,9.049266774206568,1463.2207711984986,0.0
Poly_0113,2.5667272890919257,0.0,77.26343606249549,1.8786432718520893,6.8563436925417305,1679.3188993606525,0.0
Poly_0081,2.3807027989281826,10.658194418662042,53.37308092173629,1.724275389048822,8.030859632031822,1780.447760435892,1.0042008658164714
Poly_0113,2.537485353897319,0.0,78.12820669794462,1.9839459689674908,7.089355249000535,1724.5947001267891,0.0
Poly_0002,2.417710005154665,0.0,39.80908542205835,2.032677559902099,2.0330000705942872,986.5481111810305,0.0
Poly_0220,2.5719754591658988,15.64164956760383,59.06403549215256,2.9533227320109856,5.062687833614195,1779.7094797331715,0.0
Poly_0566,2.1544558610755886,35.54304046558179,32.846103692394486,5.098489824795088,1.053809444076595,1660.880711775375,1.0062262393839092
Poly_0225,2.074938018977446,0.0,28.169670850391416,2.776447308715542,5.878147786896651,1623.7345243468567,1.0250691318038803
Poly_0385,1.6674416827389638,0.0,57.588332366759715,4.062092285959053,8.026316249169742,1527.43779677356,0.9730680585392687
Poly_0403,2.554741603168777,0.44896188715223434,37.65786194863815,3.934661800134625,1.9537733465610296,1768.932427917307,0.03068956273385256
Poly_0130,2.002132288330717,0.0,60.92224459342375,4.0329668962327885,5.870195921143662,1757.7740431767363,0.9592570667045147
Poly_0053,1.8481274427289227,0.0,10.93289686409371,1.0992198757823315,1.0413365784031359,1451.7532238651518,0.0
Poly_0416,1.7918926464086378,2.3257564735042022,113.55762814260794,1.0381577804771451,3.846974352574504,2239.0516845787406,0.006565443573674182
Poly_0247,2.033567868373874,6.148956818873736,39.96020706541842,3.999103400836688,9.168201312449296,1175.7235979098666,1.0060216868487901
Poly_0439,0.7230260815804536,3.6513922563067505,90.84234504955323,0.0,4.768933536188008,1724.38021256052,0.0
Poly_0203,3.632080981322351,2.595007501349607,74.41089969835488,0.9522941888409948,3.1556243455206987,1517.4324517898617,0.0
Poly_0184,3.0587052575549403,9.664831780780279,38.38321669817586,3.084215440150782,7.017577947812298,2079.568990743411,0.9952719458622823
Poly_0123,3.878999695539997,0.0,49.21742614291149,3.9766479717356344,5.0654202099382015,1729.455178800714,0.04135022497696462
Poly_0401,0.9343393743233694,21.312447550284663,46.016197563728916,3.825290751965171,6.74938444107928,1910.490784228791,1.033595778720391
Poly_0294,3.328853359213842,18.279527656794286,55.570109802960346,1.998804689010072,5.994737970375107,1406.6140988413729,0.0
Poly_0280,2.0929662195624035,18.49775867057249,41.371468408830395,3.0052755788524332,7.915888739590506,737.6733236257094,0.9798665230086349
Poly_0198,2.6175849816553907,11.089045491923674,30.801224960105525,4.158137246744943,8.887983742341115,1627.392369950503,0.9850782040801817
Poly_0511,2.6878458581145233,0.0,72.10466383929246,4.8379801329760035,5.041702938406812,952.868438021626,0.014454771720245826
Poly_0144,2.738237930995428,1.257991099860998,74.44399087947015,0.9501832711409002,0.9551719853525392,1815.963003143021,0.01249193351533011
Poly_0201,2.8690742539431935,15.860890451286643,27.657321341050803,0.1570382067789373,4.824644457098947,1689.8495186906923,0.0
Poly_0124,1.1829374689235104,9.892009878274349,59.71642942155278,2.894868161298535,5.003007293011737,1138.9463840555043,0.9888337907686765
Poly_0187,2.9589621036458027,11.99679251780868,75.93422199628846,0.025952195834949197,5.1505363167297045,1920.9629366652957,0.0
Poly_0326,1.251372217619738,0.0,72.40088074447522,4.00359779231609,0.9684871908449698,1382.1957333662883,0.0
Poly_0464,2.7334522086662587,0.0,38.85574541843373,2.957450861887786,5.202006194779656,2227.1478880600894,0.9733017601359405
Poly_0349,1.788159748285638,0.0,65.64404235446769,3.1036049764378104,3.0560994996145525,1363.7466901139821,0.0
Poly_0403,2.5568022979453975,0.8795072738398422,37.11609930395308,4.041052735169053,2.1469895695076535,1758.1971617113256,0.0
Poly_0346,2.6747563310008875,0.0,59.443200963691204,3.999620297801261,3.1109929808622736,1316.0129705840338,0.0
Poly_0511,2.7577620524803077,0.0,72.25881830726159,5.078541989623078,4.73694265200717,954.283999381716,0.0
Poly_0147,1.1676134340542315,2.219791995176913,0.0,5.092581907024034,3.9245293687541527,1681.6907151581795,0.9734106975516291
Poly_0148,1.124327111082653,0.0,67.79393786588473,0.0,4.885280749847381,913.7453264683803,0.0
Poly_0489,4.207440065694528,0.0,55.52345603241412,0.0,2.02345048078406,1317.5360480936188,0.04482909159292991
Poly_0551,2.566301316269701,0.0,0.0,1.935713428485029,3.7290758512844677,783.5309194452586,1.0140803199814845
Poly_0338,2.15709041249325,9.80810790282639,40.87631873708607,0.0,6.0273119369008725,1233.5793950226973,0.020020303500538003
Poly_0473,0.9388190494458676,1.0503136174230403,44.55211784583542,1.9187101666384554,1.8975425518133808,988.15888689679,0.01330769338536655
Poly_0151,2.713765616080479,0.0,26.45125686215206,3.9882080093894245,1.032575090438964,1118.0794276831352,0.003048910122163868
Poly_0415,2.781345719739849,25.049946181958656,47.38573243006021,3.1028648361363853,6.091610192308689,1112.7404991462722,0.0
Poly_0298,2.835544765382709,1.5398713892727383,73.23539348020086,3.047685687604195,2.972501160592121,2115.7897191024185,0.02941920867681361
Poly_0263,0.0,21.32568050439093,47.41509859509489,4.027519900463963,0.9462657298672575,1612.5501787597275,0.993965210886028
Poly_0144,2.628565752357829,0.6107605098904809,72.80877376378707,0.9328230338511025,0.8702362385447583,1777.451661832615,0.0099854028102259
Poly_0346,2.741021361770724,0.0,60.19796810768397,3.9107945453330113,2.7462161808894865,1294.8812608234182,0.0
Poly_0572,4.208774440997108,4.322428207958708,84.11590361305312,0.911699751864344,5.828372028643518,1417.2998646366104,0.01836185030291019
Poly_0002,2.369767830084187,0.0,40.84070594342291,2.0346285023519712,1.99330517909676,1036.1541654110447,0.0
Poly_0304,3.109617800382566,17.770747314993432,50.26722703501931,0.0,3.0444165501283313,1050.5147374295138,1.6764265473286807e-05
Poly_0254,3.5539455303280856,17.459558812220504,103.64067602369379,1.9284457502554677,6.053182795682704,1168.332240165319,0.0
Poly_0453,1.4947353134880133,7.288093928517431,54.482570415356065,3.955343618438371,1.028167164942451,1509.6909006763585,1.0161468915278924
Poly_0037,2.635389162176496,12.551865287692355,84.92166682332252,2.9473554990197757,4.711920089321965,2089.5971417106207,0.0
Poly_0160,3.1709657725919325,12.522236197705407,52.304988349727985,0.9972379240158236,1.041443847323084,2019.9052528508514,0.0
Poly_0009,1.9929363022172508,0.0,21.989970226775238,0.0,6.985683780580735,1911.688636709398,0.9535328764759687
Poly_0233,2.604014417539718,0.0,68.22802907531548,4.08601358909888,5.029806248184793,1457.3958907560198,0.004205669895474526
Poly_0099,2.481129275810769,13.044051358302777,56.453698731725005,3.8608147620500084,2.0692741655769646,1100.1889265097507,0.03581835808079424
Poly_0208,3.0559876418128766,0.0,81.02271159085083,1.8775255810004547,7.960566992926239,1012.5645187424774,0.015333069666310328
Poly_0131,0.9493441192662091,3.557725235438936,80.93479466341338,0.9422486198497604,5.10730418407227,1217.4435715611428,0.009608134760080003
Poly_0404,2.5120796991988037,0.0,34.68542143638706,1.9105027994636454,9.017769116171715,1401.563482335803,0.9831611734790329
